filename,longitude,latitude,label_code,label_name
tile_28.220145_77.311714.tif,77.311714,28.220145,40.0,Cropland
tile_28.220181_76.907837.tif,76.907837,28.220181,40.0,Cropland
tile_28.220495_77.324732.tif,77.324732,28.220495,40.0,Cropland
tile_28.220570_76.920848.tif,76.920848,28.22057,40.0,Cropland
tile_28.220845_77.337750.tif,77.33775,28.220845,40.0,Cropland
tile_28.220958_76.933860.tif,76.93386,28.220958,40.0,Cropland
tile_28.221193_77.350768.tif,77.350768,28.221193,40.0,Cropland
tile_28.221345_76.946872.tif,76.946872,28.221345,40.0,Cropland
tile_28.221541_77.363787.tif,77.363787,28.221541,40.0,Cropland
tile_28.221731_76.959885.tif,76.959885,28.221731,40.0,Cropland
tile_28.221886_77.376806.tif,77.376806,28.221886,40.0,Cropland
tile_28.222115_76.972898.tif,76.972898,28.222115,40.0,Cropland
tile_28.222231_77.389825.tif,77.389825,28.222231,40.0,Cropland
tile_28.222498_76.985911.tif,76.985911,28.222498,40.0,Cropland
tile_28.222575_77.402844.tif,77.402844,28.222575,40.0,Cropland
tile_28.222880_76.998924.tif,76.998924,28.22288,40.0,Cropland
tile_28.222917_77.415864.tif,77.415864,28.222917,40.0,Cropland
tile_28.223258_77.428884.tif,77.428884,28.223258,40.0,Cropland
tile_28.223261_77.011938.tif,77.011938,28.223261,40.0,Cropland
tile_28.223597_77.441904.tif,77.441904,28.223597,40.0,Cropland
tile_28.223640_77.024951.tif,77.024951,28.22364,40.0,Cropland
tile_28.223936_77.454924.tif,77.454924,28.223936,40.0,Cropland
tile_28.224018_77.037965.tif,77.037965,28.224018,40.0,Cropland
tile_28.224273_77.467945.tif,77.467945,28.224273,40.0,Cropland
tile_28.224395_77.050980.tif,77.05098,28.224395,40.0,Cropland
tile_28.224609_77.480965.tif,77.480965,28.224609,40.0,Cropland
tile_28.224771_77.063994.tif,77.063994,28.224771,40.0,Cropland
tile_28.224944_77.493986.tif,77.493986,28.224944,40.0,Cropland
tile_28.225145_77.077009.tif,77.077009,28.225145,40.0,Cropland
tile_28.225278_77.507007.tif,77.507007,28.225278,40.0,Cropland
tile_28.225519_77.090024.tif,77.090024,28.225519,40.0,Cropland
tile_28.225610_77.520029.tif,77.520029,28.22561,40.0,Cropland
tile_28.225891_77.103039.tif,77.103039,28.225891,40.0,Cropland
tile_28.225941_77.533050.tif,77.53305,28.225941,40.0,Cropland
tile_28.226261_77.116055.tif,77.116055,28.226261,40.0,Cropland
tile_28.226271_77.546072.tif,77.546072,28.226271,40.0,Cropland
tile_28.226600_77.559094.tif,77.559094,28.2266,40.0,Cropland
tile_28.226631_77.129071.tif,77.129071,28.226631,40.0,Cropland
tile_28.226927_77.572117.tif,77.572117,28.226927,40.0,Cropland
tile_28.226999_77.142087.tif,77.142087,28.226999,40.0,Cropland
tile_28.227253_77.585139.tif,77.585139,28.227253,40.0,Cropland
tile_28.227366_77.155103.tif,77.155103,28.227366,40.0,Cropland
tile_28.227578_77.598162.tif,77.598162,28.227578,40.0,Cropland
tile_28.227732_77.168119.tif,77.168119,28.227732,40.0,Cropland
tile_28.227902_77.611185.tif,77.611185,28.227902,40.0,Cropland
tile_28.228097_77.181136.tif,77.181136,28.228097,40.0,Cropland
tile_28.228224_77.624208.tif,77.624208,28.228224,40.0,Cropland
tile_28.228460_77.194153.tif,77.194153,28.22846,40.0,Cropland
tile_28.228545_77.637231.tif,77.637231,28.228545,40.0,Cropland
tile_28.228822_77.207170.tif,77.20717,28.228822,40.0,Cropland
tile_28.228865_77.650255.tif,77.650255,28.228865,40.0,Cropland
tile_28.229183_77.220188.tif,77.220188,28.229183,40.0,Cropland
tile_28.229543_77.233205.tif,77.233205,28.229543,40.0,Cropland
tile_28.229901_77.246223.tif,77.246223,28.229901,40.0,Cropland
tile_28.230136_76.855346.tif,76.855346,28.230136,40.0,Cropland
tile_28.230259_77.259242.tif,77.259242,28.230259,10.0,Tree cover
tile_28.230530_76.868358.tif,76.868358,28.23053,40.0,Cropland
tile_28.230615_77.272260.tif,77.27226,28.230615,10.0,Tree cover
tile_28.230923_76.881371.tif,76.881371,28.230923,40.0,Cropland
tile_28.230969_77.285279.tif,77.285279,28.230969,40.0,Cropland
tile_28.231315_76.894383.tif,76.894383,28.231315,40.0,Cropland
tile_28.231323_77.298298.tif,77.298298,28.231323,40.0,Cropland
tile_28.231675_77.311317.tif,77.311317,28.231675,40.0,Cropland
tile_28.231706_76.907396.tif,76.907396,28.231706,40.0,Cropland
tile_28.232026_77.324336.tif,77.324336,28.232026,40.0,Cropland
tile_28.232095_76.920409.tif,76.920409,28.232095,40.0,Cropland
tile_28.232376_77.337356.tif,77.337356,28.232376,40.0,Cropland
tile_28.232484_76.933423.tif,76.933423,28.232484,40.0,Cropland
tile_28.232724_77.350376.tif,77.350376,28.232724,40.0,Cropland
tile_28.232871_76.946436.tif,76.946436,28.232871,40.0,Cropland
tile_28.233072_77.363396.tif,77.363396,28.233072,40.0,Cropland
tile_28.233256_76.959450.tif,76.95945,28.233256,40.0,Cropland
tile_28.233418_77.376416.tif,77.376416,28.233418,40.0,Cropland
tile_28.233641_76.972464.tif,76.972464,28.233641,40.0,Cropland
tile_28.233763_77.389436.tif,77.389436,28.233763,40.0,Cropland
tile_28.234024_76.985479.tif,76.985479,28.234024,40.0,Cropland
tile_28.234106_77.402457.tif,77.402457,28.234106,40.0,Cropland
tile_28.234406_76.998493.tif,76.998493,28.234406,40.0,Cropland
tile_28.234449_77.415478.tif,77.415478,28.234449,40.0,Cropland
tile_28.234787_77.011508.tif,77.011508,28.234787,40.0,Cropland
tile_28.234790_77.428499.tif,77.428499,28.23479,40.0,Cropland
tile_28.235130_77.441521.tif,77.441521,28.23513,40.0,Cropland
tile_28.235167_77.024524.tif,77.024524,28.235167,40.0,Cropland
tile_28.235468_77.454543.tif,77.454543,28.235468,40.0,Cropland
tile_28.235545_77.037539.tif,77.037539,28.235545,40.0,Cropland
tile_28.235806_77.467564.tif,77.467564,28.235806,40.0,Cropland
tile_28.235922_77.050555.tif,77.050555,28.235922,40.0,Cropland
tile_28.236142_77.480587.tif,77.480587,28.236142,40.0,Cropland
tile_28.236298_77.063571.tif,77.063571,28.236298,40.0,Cropland
tile_28.236477_77.493609.tif,77.493609,28.236477,40.0,Cropland
tile_28.236673_77.076587.tif,77.076587,28.236673,40.0,Cropland
tile_28.236811_77.506631.tif,77.506631,28.236811,40.0,Cropland
tile_28.237046_77.089603.tif,77.089603,28.237046,40.0,Cropland
tile_28.237143_77.519654.tif,77.519654,28.237143,40.0,Cropland
tile_28.237418_77.102620.tif,77.10262,28.237418,40.0,Cropland
tile_28.237474_77.532677.tif,77.532677,28.237474,40.0,Cropland
tile_28.237789_77.115637.tif,77.115637,28.237789,40.0,Cropland
tile_28.237804_77.545700.tif,77.5457,28.237804,40.0,Cropland
tile_28.238133_77.558724.tif,77.558724,28.238133,40.0,Cropland
tile_28.238159_77.128654.tif,77.128654,28.238159,40.0,Cropland
tile_28.238461_77.571748.tif,77.571748,28.238461,40.0,Cropland
tile_28.238528_77.141671.tif,77.141671,28.238528,40.0,Cropland
tile_28.238787_77.584771.tif,77.584771,28.238787,40.0,Cropland
tile_28.238895_77.154689.tif,77.154689,28.238895,40.0,Cropland
tile_28.239112_77.597796.tif,77.597796,28.239112,40.0,Cropland
tile_28.239261_77.167707.tif,77.167707,28.239261,40.0,Cropland
tile_28.239436_77.610820.tif,77.61082,28.239436,40.0,Cropland
tile_28.239626_77.180725.tif,77.180725,28.239626,40.0,Cropland
tile_28.239758_77.623844.tif,77.623844,28.239758,40.0,Cropland
tile_28.239989_77.193743.tif,77.193743,28.239989,40.0,Cropland
tile_28.240080_77.636869.tif,77.636869,28.24008,40.0,Cropland
tile_28.240352_77.206762.tif,77.206762,28.240352,40.0,Cropland
tile_28.240400_77.649894.tif,77.649894,28.2404,40.0,Cropland
tile_28.240713_77.219781.tif,77.219781,28.240713,40.0,Cropland
tile_28.241072_77.232800.tif,77.2328,28.241072,40.0,Cropland
tile_28.241431_77.245819.tif,77.245819,28.241431,50.0,Built-up
tile_28.241660_76.854900.tif,76.8549,28.24166,40.0,Cropland
tile_28.241788_77.258839.tif,77.258839,28.241788,10.0,Tree cover
tile_28.242054_76.867914.tif,76.867914,28.242054,40.0,Cropland
tile_28.242145_77.271859.tif,77.271859,28.242145,40.0,Cropland
tile_28.242448_76.880927.tif,76.880927,28.242448,40.0,Cropland
tile_28.242499_77.284879.tif,77.284879,28.242499,40.0,Cropland
tile_28.242840_76.893941.tif,76.893941,28.24284,40.0,Cropland
tile_28.242853_77.297899.tif,77.297899,28.242853,40.0,Cropland
tile_28.243206_77.310920.tif,77.31092,28.243206,40.0,Cropland
tile_28.243231_76.906956.tif,76.906956,28.243231,40.0,Cropland
tile_28.243557_77.323940.tif,77.32394,28.243557,40.0,Cropland
tile_28.243621_76.919970.tif,76.91997,28.243621,40.0,Cropland
tile_28.243907_77.336961.tif,77.336961,28.243907,40.0,Cropland
tile_28.244009_76.932985.tif,76.932985,28.244009,40.0,Cropland
tile_28.244255_77.349983.tif,77.349983,28.244255,40.0,Cropland
tile_28.244396_76.946000.tif,76.946,28.244396,40.0,Cropland
tile_28.244603_77.363004.tif,77.363004,28.244603,40.0,Cropland
tile_28.244782_76.959015.tif,76.959015,28.244782,40.0,Cropland
tile_28.244949_77.376026.tif,77.376026,28.244949,40.0,Cropland
tile_28.245167_76.972031.tif,76.972031,28.245167,40.0,Cropland
tile_28.245294_77.389048.tif,77.389048,28.245294,40.0,Cropland
tile_28.245550_76.985047.tif,76.985047,28.24555,40.0,Cropland
tile_28.245638_77.402070.tif,77.40207,28.245638,40.0,Cropland
tile_28.245933_76.998063.tif,76.998063,28.245933,40.0,Cropland
tile_28.245980_77.415092.tif,77.415092,28.24598,40.0,Cropland
tile_28.246314_77.011079.tif,77.011079,28.246314,40.0,Cropland
tile_28.246322_77.428115.tif,77.428115,28.246322,40.0,Cropland
tile_28.246662_77.441138.tif,77.441138,28.246662,40.0,Cropland
tile_28.246693_77.024095.tif,77.024095,28.246693,40.0,Cropland
tile_28.247001_77.454161.tif,77.454161,28.247001,40.0,Cropland
tile_28.247072_77.037112.tif,77.037112,28.247072,40.0,Cropland
tile_28.247338_77.467184.tif,77.467184,28.247338,40.0,Cropland
tile_28.247449_77.050129.tif,77.050129,28.247449,40.0,Cropland
tile_28.247675_77.480207.tif,77.480207,28.247675,40.0,Cropland
tile_28.247825_77.063147.tif,77.063147,28.247825,40.0,Cropland
tile_28.248010_77.493231.tif,77.493231,28.24801,40.0,Cropland
tile_28.248200_77.076164.tif,77.076164,28.2482,40.0,Cropland
tile_28.248344_77.506255.tif,77.506255,28.248344,40.0,Cropland
tile_28.248574_77.089182.tif,77.089182,28.248574,40.0,Cropland
tile_28.248676_77.519279.tif,77.519279,28.248676,40.0,Cropland
tile_28.248946_77.102200.tif,77.1022,28.248946,40.0,Cropland
tile_28.249008_77.532304.tif,77.532304,28.249008,40.0,Cropland
tile_28.249317_77.115218.tif,77.115218,28.249317,40.0,Cropland
tile_28.249338_77.545328.tif,77.545328,28.249338,40.0,Cropland
tile_28.249667_77.558353.tif,77.558353,28.249667,40.0,Cropland
tile_28.249687_77.128237.tif,77.128237,28.249687,40.0,Cropland
tile_28.249994_77.571378.tif,77.571378,28.249994,40.0,Cropland
tile_28.250056_77.141256.tif,77.141256,28.250056,40.0,Cropland
tile_28.250321_77.584404.tif,77.584404,28.250321,40.0,Cropland
tile_28.250423_77.154275.tif,77.154275,28.250423,40.0,Cropland
tile_28.250646_77.597429.tif,77.597429,28.250646,50.0,Built-up
tile_28.250789_77.167294.tif,77.167294,28.250789,40.0,Cropland
tile_28.250970_77.610455.tif,77.610455,28.25097,40.0,Cropland
tile_28.251154_77.180314.tif,77.180314,28.251154,40.0,Cropland
tile_28.251293_77.623481.tif,77.623481,28.251293,40.0,Cropland
tile_28.251518_77.193333.tif,77.193333,28.251518,40.0,Cropland
tile_28.251614_77.636507.tif,77.636507,28.251614,40.0,Cropland
tile_28.251881_77.206353.tif,77.206353,28.251881,40.0,Cropland
tile_28.251935_77.649533.tif,77.649533,28.251935,40.0,Cropland
tile_28.252242_77.219374.tif,77.219374,28.252242,40.0,Cropland
tile_28.252602_77.232394.tif,77.232394,28.252602,40.0,Cropland
tile_28.252961_77.245415.tif,77.245415,28.252961,40.0,Cropland
tile_28.253184_76.854454.tif,76.854454,28.253184,40.0,Cropland
tile_28.253318_77.258436.tif,77.258436,28.253318,40.0,Cropland
tile_28.253579_76.867469.tif,76.867469,28.253579,40.0,Cropland
tile_28.253675_77.271457.tif,77.271457,28.253675,40.0,Cropland
tile_28.253972_76.880484.tif,76.880484,28.253972,40.0,Cropland
tile_28.254030_77.284479.tif,77.284479,28.25403,40.0,Cropland
tile_28.254365_76.893499.tif,76.893499,28.254365,40.0,Cropland
tile_28.254383_77.297500.tif,77.2975,28.254383,40.0,Cropland
tile_28.254736_77.310522.tif,77.310522,28.254736,40.0,Cropland
tile_28.254756_76.906515.tif,76.906515,28.254756,40.0,Cropland
tile_28.255087_77.323544.tif,77.323544,28.255087,40.0,Cropland
tile_28.255146_76.919531.tif,76.919531,28.255146,40.0,Cropland
tile_28.255438_77.336567.tif,77.336567,28.255438,40.0,Cropland
tile_28.255534_76.932547.tif,76.932547,28.255534,40.0,Cropland
tile_28.255786_77.349589.tif,77.349589,28.255786,40.0,Cropland
tile_28.255922_76.945563.tif,76.945563,28.255922,40.0,Cropland
tile_28.256134_77.362612.tif,77.362612,28.256134,40.0,Cropland
tile_28.256308_76.958580.tif,76.95858,28.256308,40.0,Cropland
tile_28.256480_77.375635.tif,77.375635,28.25648,40.0,Cropland
tile_28.256693_76.971597.tif,76.971597,28.256693,40.0,Cropland
tile_28.256826_77.388659.tif,77.388659,28.256826,30.0,Grassland
tile_28.257076_76.984614.tif,76.984614,28.257076,50.0,Built-up
tile_28.257170_77.401682.tif,77.401682,28.25717,40.0,Cropland
tile_28.257459_76.997632.tif,76.997632,28.257459,50.0,Built-up
tile_28.257512_77.414706.tif,77.414706,28.257512,30.0,Grassland
tile_28.257840_77.010649.tif,77.010649,28.25784,40.0,Cropland
tile_28.257854_77.427730.tif,77.42773,28.257854,40.0,Cropland
tile_28.258194_77.440754.tif,77.440754,28.258194,40.0,Cropland
tile_28.258220_77.023667.tif,77.023667,28.25822,40.0,Cropland
tile_28.258533_77.453779.tif,77.453779,28.258533,40.0,Cropland
tile_28.258599_77.036685.tif,77.036685,28.258599,40.0,Cropland
tile_28.258871_77.466803.tif,77.466803,28.258871,40.0,Cropland
tile_28.258976_77.049704.tif,77.049704,28.258976,40.0,Cropland
tile_28.259207_77.479828.tif,77.479828,28.259207,40.0,Cropland
tile_28.259352_77.062723.tif,77.062723,28.259352,40.0,Cropland
tile_28.259543_77.492853.tif,77.492853,28.259543,40.0,Cropland
tile_28.259727_77.075742.tif,77.075742,28.259727,40.0,Cropland
tile_28.259877_77.505879.tif,77.505879,28.259877,40.0,Cropland
tile_28.260101_77.088761.tif,77.088761,28.260101,40.0,Cropland
tile_28.260209_77.518904.tif,77.518904,28.260209,40.0,Cropland
tile_28.260474_77.101780.tif,77.10178,28.260474,40.0,Cropland
tile_28.260541_77.531930.tif,77.53193,28.260541,40.0,Cropland
tile_28.260845_77.114800.tif,77.1148,28.260845,40.0,Cropland
tile_28.260871_77.544956.tif,77.544956,28.260871,40.0,Cropland
tile_28.261200_77.557982.tif,77.557982,28.2612,40.0,Cropland
tile_28.261215_77.127820.tif,77.12782,28.261215,40.0,Cropland
tile_28.261528_77.571009.tif,77.571009,28.261528,30.0,Grassland
tile_28.261584_77.140840.tif,77.14084,28.261584,40.0,Cropland
tile_28.261855_77.584035.tif,77.584035,28.261855,30.0,Grassland
tile_28.261952_77.153860.tif,77.15386,28.261952,50.0,Built-up
tile_28.262180_77.597062.tif,77.597062,28.26218,40.0,Cropland
tile_28.262318_77.166881.tif,77.166881,28.262318,40.0,Cropland
tile_28.262504_77.610089.tif,77.610089,28.262504,40.0,Cropland
tile_28.262683_77.179902.tif,77.179902,28.262683,40.0,Cropland
tile_28.262827_77.623117.tif,77.623117,28.262827,40.0,Cropland
tile_28.263047_77.192923.tif,77.192923,28.263047,40.0,Cropland
tile_28.263149_77.636144.tif,77.636144,28.263149,40.0,Cropland
tile_28.263410_77.205945.tif,77.205945,28.26341,40.0,Cropland
tile_28.263469_77.649172.tif,77.649172,28.263469,40.0,Cropland
tile_28.263771_77.218966.tif,77.218966,28.263771,40.0,Cropland
tile_28.264131_77.231988.tif,77.231988,28.264131,40.0,Cropland
tile_28.264490_77.245010.tif,77.24501,28.26449,40.0,Cropland
tile_28.264708_76.854007.tif,76.854007,28.264708,40.0,Cropland
tile_28.264848_77.258033.tif,77.258033,28.264848,40.0,Cropland
tile_28.265103_76.867023.tif,76.867023,28.265103,40.0,Cropland
tile_28.265204_77.271055.tif,77.271055,28.265204,40.0,Cropland
tile_28.265497_76.880040.tif,76.88004,28.265497,40.0,Cropland
tile_28.265560_77.284078.tif,77.284078,28.26556,40.0,Cropland
tile_28.265889_76.893057.tif,76.893057,28.265889,40.0,Cropland
tile_28.265914_77.297101.tif,77.297101,28.265914,40.0,Cropland
tile_28.266266_77.310125.tif,77.310125,28.266266,40.0,Cropland
tile_28.266281_76.906074.tif,76.906074,28.266281,40.0,Cropland
tile_28.266618_77.323148.tif,77.323148,28.266618,40.0,Cropland
tile_28.266671_76.919091.tif,76.919091,28.266671,40.0,Cropland
tile_28.266968_77.336172.tif,77.336172,28.266968,40.0,Cropland
tile_28.267060_76.932109.tif,76.932109,28.26706,40.0,Cropland
tile_28.267317_77.349196.tif,77.349196,28.267317,40.0,Cropland
tile_28.267447_76.945126.tif,76.945126,28.267447,40.0,Cropland
tile_28.267665_77.362220.tif,77.36222,28.267665,40.0,Cropland
tile_28.267833_76.958144.tif,76.958144,28.267833,40.0,Cropland
tile_28.268012_77.375245.tif,77.375245,28.268012,30.0,Grassland
tile_28.268218_76.971163.tif,76.971163,28.268218,40.0,Cropland
tile_28.268357_77.388269.tif,77.388269,28.268357,50.0,Built-up
tile_28.268602_76.984181.tif,76.984181,28.268602,40.0,Cropland
tile_28.268701_77.401294.tif,77.401294,28.268701,30.0,Grassland
